Nos.,order_id,item,Price,City,quantity,bill_amount,state,date
4498,378,Product 311,266,CHENNAI 600101.,5,1330,Tamil Nadu,2017
4499,378,Product 271,119,CHENNAI 600101.,8,952,Tamil Nadu,2017
4500,378,Product 494,216,CHENNAI 600101.,10,2160,Tamil Nadu,2017
4501,378,Product 418,199,CHENNAI 600101.,8,1592,Tamil Nadu,2017
4502,379,Product 2,239,mettur,4,956,Tamil Nadu,2017
4503,379,Product 437,214,mettur,2,428,Tamil Nadu,2017
4504,379,Product 87,90,mettur,2,180,Tamil Nadu,2017
4505,379,Product 85,63,mettur,3,189,Tamil Nadu,2017
4506,379,Product 98,254,mettur,7,1778,Tamil Nadu,2017
4507,379,Product 352,299,mettur,6,1794,Tamil Nadu,2017
4508,379,Product 101,229,mettur,6,1374,Tamil Nadu,2017
4509,379,Product 393,258,mettur,1,258,Tamil Nadu,2017
4510,379,Product 73,275,mettur,3,825,Tamil Nadu,2017
4511,380,Product 194,158,mundra,2,316,Gujarat,2017
4512,380,Product 219,227,mundra,8,1816,Gujarat,2017
4513,380,Product 222,193,mundra,10,1930,Gujarat,2017
4514,380,Product 145,270,mundra,1,270,Gujarat,2017
4515,380,Product 311,266,mundra,3,798,Gujarat,2017
4516,380,Product 487,140,mundra,8,1120,Gujarat,2017
4517,380,Product 252,205,mundra,2,410,Gujarat,2017
4518,380,Product 151,253,mundra,10,2530,Gujarat,2017
4519,380,Product 331,218,mundra,8,1744,Gujarat,2017
4520,381,Product 290,118,NEW-DELHI,10,1180,New Delhi,2017
4521,381,Product 172,194,NEW-DELHI,7,1358,New Delhi,2017
4522,381,Product 318,280,NEW-DELHI,7,1960,New Delhi,2017
4523,381,Product 136,280,NEW-DELHI,5,1400,New Delhi,2017
4524,381,Product 205,124,NEW-DELHI,2,248,New Delhi,2017
4525,381,Product 298,91,NEW-DELHI,1,91,New Delhi,2017
4526,381,Product 241,108,NEW-DELHI,10,1080,New Delhi,2017
4527,381,Product 314,204,NEW-DELHI,4,816,New Delhi,2017
4528,381,Product 369,110,NEW-DELHI,4,440,New Delhi,2017
4529,381,Product 165,184,NEW-DELHI,2,368,New Delhi,2017
4530,381,Product 275,209,NEW-DELHI,5,1045,New Delhi,2017
4531,381,Product 339,201,NEW-DELHI,4,804,New Delhi,2017
4532,381,Product 176,260,NEW-DELHI,3,780,New Delhi,2017
4533,381,Product 384,65,NEW-DELHI,6,390,New Delhi,2017
4534,381,Product 261,140,NEW-DELHI,1,140,New Delhi,2017
4535,381,Product 58,233,NEW-DELHI,3,699,New Delhi,2017
4536,382,Product 125,242,Gadag,9,2178,Karnataka,2017
4537,382,Product 159,260,Gadag,2,520,Karnataka,2017
4538,382,Product 330,127,Gadag,10,1270,Karnataka,2017
4539,382,Product 387,168,Gadag,6,1008,Karnataka,2017
4540,382,Product 403,62,Gadag,2,124,Karnataka,2017
4541,382,Product 274,268,Gadag,1,268,Karnataka,2017
4542,382,Product 152,85,Gadag,6,510,Karnataka,2017
4543,382,Product 473,278,Gadag,4,1112,Karnataka,2017
4544,382,Product 208,69,Gadag,5,345,Karnataka,2017
4545,382,Product 458,250,Gadag,2,500,Karnataka,2017
4546,382,Product 92,108,Gadag,2,216,Karnataka,2017
4547,383,Product 57,82,Curchorem,2,164,Goa,2017
4548,383,Product 55,159,Curchorem,2,318,Goa,2017
4549,383,Product 5,257,Curchorem,4,1028,Goa,2017
4550,383,Product 62,52,Curchorem,10,520,Goa,2017
4551,383,Product 333,53,Curchorem,4,212,Goa,2017
4552,383,Product 130,177,Curchorem,1,177,Goa,2017
4553,383,Product 299,83,Curchorem,10,830,Goa,2017
4554,383,Product 31,81,Curchorem,7,567,Goa,2017
4555,383,Product 393,258,Curchorem,8,2064,Goa,2017
4556,383,Product 380,210,Curchorem,7,1470,Goa,2017
4557,383,Product 285,144,Curchorem,9,1296,Goa,2017
4558,383,Product 280,139,Curchorem,6,834,Goa,2017
4559,384,Product 456,135,Ulhasnagar,2,270,Maharashtra,2017
4560,384,Product 401,149,Ulhasnagar,9,1341,Maharashtra,2017
4561,384,Product 80,228,Ulhasnagar,3,684,Maharashtra,2017
4562,384,Product 171,144,Ulhasnagar,9,1296,Maharashtra,2017
4563,384,Product 496,240,Ulhasnagar,10,2400,Maharashtra,2017
4564,384,Product 349,289,Ulhasnagar,3,867,Maharashtra,2017
4565,384,Product 449,59,Ulhasnagar,8,472,Maharashtra,2017
4566,384,Product 28,201,Ulhasnagar,2,402,Maharashtra,2017
4567,385,Product 244,144,Khammam,4,576,Maharashtra,2017
4568,385,Product 249,131,Khammam,10,1310,Maharashtra,2017
4569,385,Product 104,211,Khammam,4,844,Maharashtra,2017
4570,385,Product 73,275,Khammam,5,1375,Maharashtra,2017
4571,385,Product 185,58,Khammam,10,580,Maharashtra,2017
4572,385,Product 181,238,Khammam,5,1190,Maharashtra,2017
4573,385,Product 63,255,Khammam,9,2295,Maharashtra,2017
4574,385,Product 294,55,Khammam,7,385,Maharashtra,2017
4575,385,Product 62,52,Khammam,7,364,Maharashtra,2017
4576,385,Product 492,215,Khammam,1,215,Maharashtra,2017
4577,385,Product 359,245,Khammam,3,735,Maharashtra,2017
4578,386,Product 433,100,Madgao,7,700,Goa,2017
4579,386,Product 274,268,Madgao,1,268,Goa,2017
4580,386,Product 272,201,Madgao,9,1809,Goa,2017
4581,386,Product 357,129,Madgao,7,903,Goa,2017
4582,386,Product 97,89,Madgao,3,267,Goa,2017
4583,386,Product 71,296,Madgao,7,2072,Goa,2017
4584,386,Product 419,140,Madgao,3,420,Goa,2017
4585,386,Product 460,240,Madgao,8,1920,Goa,2017
4586,386,Product 470,291,Madgao,2,582,Goa,2017
4587,386,Product 183,102,Madgao,7,714,Goa,2017
4588,386,Product 256,97,Madgao,9,873,Goa,2017
4589,387,Product 51,126,Pushkar,3,378,Gujarat,2017
4590,387,Product 322,110,Pushkar,4,440,Gujarat,2017
4591,387,Product 434,81,Pushkar,9,729,Gujarat,2017
4592,387,Product 95,284,Pushkar,7,1988,Gujarat,2017
4593,387,Product 293,199,Pushkar,10,1990,Gujarat,2017
4594,387,Product 262,257,Pushkar,5,1285,Gujarat,2017
4595,387,Product 403,62,Pushkar,4,248,Gujarat,2017
4596,387,Product 448,284,Pushkar,2,568,Gujarat,2017
4597,387,Product 160,107,Pushkar,3,321,Gujarat,2017
4598,387,Product 476,50,Pushkar,8,400,Gujarat,2017
4599,387,Product 288,53,Pushkar,9,477,Gujarat,2017
4600,387,Product 203,180,Pushkar,1,180,Gujarat,2017
4601,387,Product 60,101,Pushkar,6,606,Gujarat,2017
4602,387,Product 52,275,Pushkar,6,1650,Gujarat,2017
4603,387,Product 372,132,Pushkar,6,792,Gujarat,2017
4604,387,Product 76,121,Pushkar,2,242,Gujarat,2017
4605,388,Product 110,217,Chanakyapuri,6,1302,New Delhi,2017
4606,388,Product 98,254,Chanakyapuri,9,2286,New Delhi,2017
4607,388,Product 83,262,Chanakyapuri,4,1048,New Delhi,2017
4608,388,Product 230,165,Chanakyapuri,2,330,New Delhi,2017
4609,388,Product 495,122,Chanakyapuri,8,976,New Delhi,2017
4610,388,Product 203,180,Chanakyapuri,1,180,New Delhi,2017
4611,388,Product 141,167,Chanakyapuri,6,1002,New Delhi,2017
4612,388,Product 21,281,Chanakyapuri,10,2810,New Delhi,2017
4613,388,Product 261,140,Chanakyapuri,7,980,New Delhi,2017
4614,388,Product 172,194,Chanakyapuri,4,776,New Delhi,2017
4615,388,Product 309,220,Chanakyapuri,6,1320,New Delhi,2017
4616,388,Product 394,75,Chanakyapuri,4,300,New Delhi,2017
4617,388,Product 105,72,Chanakyapuri,6,432,New Delhi,2017
4618,388,Product 68,271,Chanakyapuri,10,2710,New Delhi,2017
4619,388,Product 112,193,Chanakyapuri,8,1544,New Delhi,2017
4620,388,Product 370,57,Chanakyapuri,5,285,New Delhi,2017
4621,388,Product 243,157,Chanakyapuri,10,1570,New Delhi,2017
4622,388,Product 402,224,Chanakyapuri,4,896,New Delhi,2017
4623,388,Product 460,240,Chanakyapuri,10,2400,New Delhi,2017
4624,388,Product 189,166,Chanakyapuri,6,996,New Delhi,2017
4625,389,Product 68,271,Kodunallur,7,1897,Kerela,2017
4626,389,Product 261,140,Kodunallur,8,1120,Kerela,2017
4627,389,Product 187,289,Kodunallur,4,1156,Kerela,2017
4628,389,Product 331,218,Kodunallur,10,2180,Kerela,2017
4629,389,Product 67,206,Kodunallur,2,412,Kerela,2017
4630,389,Product 387,168,Kodunallur,10,1680,Kerela,2017
4631,389,Product 478,102,Kodunallur,4,408,Kerela,2017
4632,389,Product 286,76,Kodunallur,4,304,Kerela,2017
4633,389,Product 410,296,Kodunallur,8,2368,Kerela,2017
4634,389,Product 90,255,Kodunallur,10,2550,Kerela,2017
4635,390,Product 427,216,North Parur,5,1080,Kerela,2017
4636,390,Product 51,126,North Parur,3,378,Kerela,2017
4637,390,Product 443,244,North Parur,5,1220,Kerela,2017
4638,390,Product 34,54,North Parur,3,162,Kerela,2017
4639,390,Product 419,140,North Parur,9,1260,Kerela,2017
4640,390,Product 472,252,North Parur,4,1008,Kerela,2017
4641,390,Product 462,168,North Parur,6,1008,Kerela,2017
4642,390,Product 391,126,North Parur,2,252,Kerela,2017
4643,390,Product 369,110,North Parur,8,880,Kerela,2017
4644,390,Product 38,150,North Parur,4,600,Kerela,2017
4645,390,Product 195,69,North Parur,10,690,Kerela,2017
4646,390,Product 379,51,North Parur,9,459,Kerela,2017
4647,390,Product 274,268,North Parur,3,804,Kerela,2017
4648,390,Product 135,164,North Parur,10,1640,Kerela,2017
4649,391,Product 20,295,Margao,7,2065,Goa,2017
4650,391,Product 290,118,Margao,9,1062,Goa,2017
4651,391,Product 242,204,Margao,10,2040,Goa,2017
4652,391,Product 209,262,Margao,7,1834,Goa,2017
4653,391,Product 219,227,Margao,4,908,Goa,2017
4654,391,Product 429,204,Margao,1,204,Goa,2017
4655,391,Product 236,72,Margao,6,432,Goa,2017
4656,391,Product 274,268,Margao,3,804,Goa,2017
4657,392,Product 361,120,Jhargram,10,1200,West Bengal,2017
4658,392,Product 209,262,Jhargram,7,1834,West Bengal,2017
4659,392,Product 435,218,Jhargram,4,872,West Bengal,2017
4660,392,Product 5,257,Jhargram,3,771,West Bengal,2017
4661,392,Product 366,284,Jhargram,7,1988,West Bengal,2017
4662,392,Product 495,122,Jhargram,3,366,West Bengal,2017
4663,392,Product 294,55,Jhargram,7,385,West Bengal,2017
4664,392,Product 19,217,Jhargram,2,434,West Bengal,2017
4665,392,Product 463,75,Jhargram,7,525,West Bengal,2017
4666,392,Product 484,115,Jhargram,5,575,West Bengal,2017
4667,392,Product 96,278,Jhargram,6,1668,West Bengal,2017
4668,392,Product 18,136,Jhargram,7,952,West Bengal,2017
4669,392,Product 236,72,Jhargram,3,216,West Bengal,2017
4670,392,Product 351,192,Jhargram,6,1152,West Bengal,2017
4671,392,Product 75,108,Jhargram,4,432,West Bengal,2017
4672,392,Product 173,84,Jhargram,4,336,West Bengal,2017
4673,392,Product 435,218,Jhargram,1,218,West Bengal,2017
4674,393,Product 340,172,Kozikode,8,1376,Kerela,2017
4675,393,Product 51,126,Kozikode,1,126,Kerela,2017
4676,393,Product 411,157,Kozikode,10,1570,Kerela,2017
4677,393,Product 172,194,Kozikode,1,194,Kerela,2017
4678,393,Product 467,144,Kozikode,7,1008,Kerela,2017
4679,393,Product 189,166,Kozikode,1,166,Kerela,2017
4680,393,Product 261,140,Kozikode,5,700,Kerela,2017
4681,393,Product 163,71,Kozikode,3,213,Kerela,2017
4682,393,Product 36,64,Kozikode,2,128,Kerela,2017
4683,393,Product 225,122,Kozikode,4,488,Kerela,2017
4684,394,Product 311,266,pattukottai,5,1330,Tamil Nadu,2017
4685,394,Product 497,264,pattukottai,3,792,Tamil Nadu,2017
4686,394,Product 219,227,pattukottai,4,908,Tamil Nadu,2017
4687,394,Product 297,290,pattukottai,8,2320,Tamil Nadu,2017
4688,394,Product 136,280,pattukottai,9,2520,Tamil Nadu,2017
4689,394,Product 97,89,pattukottai,7,623,Tamil Nadu,2017
4690,394,Product 25,57,pattukottai,2,114,Tamil Nadu,2017
4691,394,Product 448,284,pattukottai,2,568,Tamil Nadu,2017
4692,394,Product 121,85,pattukottai,8,680,Tamil Nadu,2017
4693,394,Product 81,109,pattukottai,2,218,Tamil Nadu,2017
4694,394,Product 383,138,pattukottai,5,690,Tamil Nadu,2017
4695,394,Product 93,206,pattukottai,1,206,Tamil Nadu,2017
4696,394,Product 12,71,pattukottai,6,426,Tamil Nadu,2017
4697,395,Product 396,291,ANGUL,5,1455,Tamil Nadu,2017
4698,395,Product 78,168,ANGUL,2,336,Tamil Nadu,2017
4699,395,Product 10,205,ANGUL,1,205,Tamil Nadu,2017
4700,395,Product 102,78,ANGUL,4,312,Tamil Nadu,2017
4701,395,Product 300,121,ANGUL,10,1210,Tamil Nadu,2017
4702,395,Product 123,53,ANGUL,4,212,Tamil Nadu,2017
4703,395,Product 289,153,ANGUL,9,1377,Tamil Nadu,2017
4704,395,Product 328,118,ANGUL,7,826,Tamil Nadu,2017
4705,395,Product 91,68,ANGUL,3,204,Tamil Nadu,2017
4706,395,Product 485,295,ANGUL,9,2655,Tamil Nadu,2017
4707,395,Product 469,109,ANGUL,10,1090,Tamil Nadu,2017
4708,396,Product 208,69,merta city,3,207,Tamil Nadu,2017
4709,396,Product 388,228,merta city,3,684,Tamil Nadu,2017
4710,396,Product 418,199,merta city,7,1393,Tamil Nadu,2017
4711,396,Product 409,77,merta city,7,539,Tamil Nadu,2017
4712,396,Product 339,201,merta city,2,402,Tamil Nadu,2017
4713,396,Product 45,260,merta city,9,2340,Tamil Nadu,2017
4714,396,Product 351,192,merta city,8,1536,Tamil Nadu,2017
4715,396,Product 442,209,merta city,7,1463,Tamil Nadu,2017
4716,396,Product 475,244,merta city,8,1952,Tamil Nadu,2017
4717,396,Product 23,278,merta city,3,834,Tamil Nadu,2017
4718,396,Product 341,279,merta city,8,2232,Tamil Nadu,2017
4719,396,Product 300,121,merta city,6,726,Tamil Nadu,2017
4720,397,Product 402,224,Pune,5,1120,Maharashtra,2017
4721,397,Product 335,104,Pune,6,624,Maharashtra,2017
4722,397,Product 376,292,Pune,4,1168,Maharashtra,2017
4723,397,Product 77,178,Pune,7,1246,Maharashtra,2017
4724,397,Product 493,240,Pune,3,720,Maharashtra,2017
4725,397,Product 44,109,Pune,8,872,Maharashtra,2017
4726,397,Product 260,167,Pune,10,1670,Maharashtra,2017
4727,397,Product 471,234,Pune,6,1404,Maharashtra,2017
4728,397,Product 72,195,Pune,1,195,Maharashtra,2017
4729,397,Product 3,179,Pune,3,537,Maharashtra,2017
4730,397,Product 113,133,Pune,5,665,Maharashtra,2017
4731,397,Product 500,227,Pune,5,1135,Maharashtra,2017
4732,397,Product 205,124,Pune,7,868,Maharashtra,2017
4733,397,Product 131,141,Pune,9,1269,Maharashtra,2017
4734,397,Product 68,271,Pune,10,2710,Maharashtra,2017
4735,397,Product 432,149,Pune,7,1043,Maharashtra,2017
4736,397,Product 236,72,Pune,8,576,Maharashtra,2017
4737,397,Product 51,126,Pune,3,378,Maharashtra,2017
4738,398,Product 474,109,JODHPUR,2,218,Rajasthan,2017
4739,398,Product 357,129,JODHPUR,5,645,Rajasthan,2017
4740,398,Product 420,258,JODHPUR,10,2580,Rajasthan,2017
4741,398,Product 201,189,JODHPUR,6,1134,Rajasthan,2017
4742,398,Product 368,78,JODHPUR,9,702,Rajasthan,2017
4743,398,Product 163,71,JODHPUR,10,710,Rajasthan,2017
4744,398,Product 374,90,JODHPUR,3,270,Rajasthan,2017
4745,398,Product 413,223,JODHPUR,4,892,Rajasthan,2017
4746,398,Product 357,129,JODHPUR,6,774,Rajasthan,2017
4747,398,Product 320,182,JODHPUR,8,1456,Rajasthan,2017
4748,398,Product 480,125,JODHPUR,2,250,Rajasthan,2017
4749,398,Product 51,126,JODHPUR,10,1260,Rajasthan,2017
4750,398,Product 173,84,JODHPUR,8,672,Rajasthan,2017
4751,398,Product 60,101,JODHPUR,4,404,Rajasthan,2017
4752,399,Product 41,50,vishakapatnam,9,450,Andhra Pradesh,2017
4753,399,Product 386,96,vishakapatnam,3,288,Andhra Pradesh,2017
4754,399,Product 398,163,vishakapatnam,1,163,Andhra Pradesh,2017
4755,399,Product 460,240,vishakapatnam,9,2160,Andhra Pradesh,2017
4756,399,Product 107,133,vishakapatnam,7,931,Andhra Pradesh,2017
4757,399,Product 323,203,vishakapatnam,8,1624,Andhra Pradesh,2017
4758,399,Product 325,85,vishakapatnam,8,680,Andhra Pradesh,2017
4759,399,Product 214,68,vishakapatnam,10,680,Andhra Pradesh,2017
4760,399,Product 244,144,vishakapatnam,6,864,Andhra Pradesh,2017
4761,399,Product 201,189,vishakapatnam,7,1323,Andhra Pradesh,2017
4762,399,Product 36,64,vishakapatnam,7,448,Andhra Pradesh,2017
4763,399,Product 45,260,vishakapatnam,10,2600,Andhra Pradesh,2017
4764,400,Product 475,244,Gurgoan,4,976,Haryana,2017
4765,400,Product 355,182,Gurgoan,6,1092,Haryana,2017
4766,400,Product 456,135,Gurgoan,8,1080,Haryana,2017
4767,400,Product 394,75,Gurgoan,3,225,Haryana,2017
4768,400,Product 258,128,Gurgoan,1,128,Haryana,2017
4769,400,Product 486,217,Gurgoan,9,1953,Haryana,2017
4770,400,Product 259,272,Gurgoan,4,1088,Haryana,2017
4771,400,Product 17,159,Gurgoan,1,159,Haryana,2017
4772,401,Product 355,182,Balurghat,10,1820,West Bengal,2017
4773,401,Product 454,88,Balurghat,8,704,West Bengal,2017
4774,401,Product 207,274,Balurghat,2,548,West Bengal,2017
4775,401,Product 320,182,Balurghat,1,182,West Bengal,2017
4776,401,Product 278,161,Balurghat,6,966,West Bengal,2017
4777,401,Product 219,227,Balurghat,1,227,West Bengal,2017
4778,401,Product 69,88,Balurghat,8,704,West Bengal,2017
4779,401,Product 58,233,Balurghat,4,932,West Bengal,2017
4780,401,Product 357,129,Balurghat,10,1290,West Bengal,2017
4781,401,Product 111,278,Balurghat,9,2502,West Bengal,2017
4782,401,Product 482,202,Balurghat,9,1818,West Bengal,2017
4783,401,Product 304,300,Balurghat,2,600,West Bengal,2017
4784,401,Product 156,184,Balurghat,10,1840,West Bengal,2017
4785,401,Product 3,179,Balurghat,6,1074,West Bengal,2017
4786,402,Product 393,258,Banglore,2,516,Karnataka,2017
4787,402,Product 413,223,Banglore,8,1784,Karnataka,2017
4788,402,Product 115,160,Banglore,1,160,Karnataka,2017
4789,402,Product 127,211,Banglore,9,1899,Karnataka,2017
4790,402,Product 143,268,Banglore,5,1340,Karnataka,2017
4791,402,Product 46,261,Banglore,8,2088,Karnataka,2017
4792,402,Product 70,287,Banglore,1,287,Karnataka,2017
4793,402,Product 112,193,Banglore,9,1737,Karnataka,2017
4794,402,Product 48,214,Banglore,3,642,Karnataka,2017
4795,402,Product 91,68,Banglore,7,476,Karnataka,2017
4796,402,Product 198,125,Banglore,4,500,Karnataka,2017
4797,402,Product 376,292,Banglore,6,1752,Karnataka,2017
4798,402,Product 378,207,Banglore,3,621,Karnataka,2017
4799,402,Product 479,53,Banglore,10,530,Karnataka,2017
4800,402,Product 410,296,Banglore,7,2072,Karnataka,2017
4801,403,Product 297,290,Vasai West,4,1160,Maharashtra,2017
4802,403,Product 367,59,Vasai West,5,295,Maharashtra,2017
4803,403,Product 220,141,Vasai West,9,1269,Maharashtra,2017
4804,403,Product 42,128,Vasai West,8,1024,Maharashtra,2017
4805,403,Product 326,66,Vasai West,3,198,Maharashtra,2017
4806,403,Product 272,201,Vasai West,10,2010,Maharashtra,2017
4807,403,Product 149,285,Vasai West,2,570,Maharashtra,2017
4808,403,Product 391,126,Vasai West,4,504,Maharashtra,2017
4809,403,Product 355,182,Vasai West,9,1638,Maharashtra,2017
4810,403,Product 475,244,Vasai West,6,1464,Maharashtra,2017
4811,404,Product 304,300,KARJAT,6,1800,Maharashtra,2017
4812,404,Product 129,118,KARJAT,1,118,Maharashtra,2017
4813,404,Product 242,204,KARJAT,4,816,Maharashtra,2017
4814,404,Product 141,167,KARJAT,9,1503,Maharashtra,2017
4815,404,Product 184,86,KARJAT,3,258,Maharashtra,2017
4816,404,Product 199,280,KARJAT,5,1400,Maharashtra,2017
4817,404,Product 196,67,KARJAT,2,134,Maharashtra,2017
4818,404,Product 121,85,KARJAT,9,765,Maharashtra,2017
4819,404,Product 460,240,KARJAT,4,960,Maharashtra,2017
4820,404,Product 199,280,KARJAT,7,1960,Maharashtra,2017
4821,404,Product 30,214,KARJAT,9,1926,Maharashtra,2017
4822,404,Product 57,82,KARJAT,7,574,Maharashtra,2017
4823,404,Product 203,180,KARJAT,3,540,Maharashtra,2017
4824,404,Product 120,68,KARJAT,7,476,Maharashtra,2017
4825,404,Product 377,275,KARJAT,4,1100,Maharashtra,2017
4826,405,Product 84,242,Bangaluru,2,484,Karnataka,2017
4827,405,Product 485,295,Bangaluru,4,1180,Karnataka,2017
4828,405,Product 4,103,Bangaluru,2,206,Karnataka,2017
4829,405,Product 219,227,Bangaluru,3,681,Karnataka,2017
4830,405,Product 351,192,Bangaluru,5,960,Karnataka,2017
4831,405,Product 433,100,Bangaluru,1,100,Karnataka,2017
4832,405,Product 436,227,Bangaluru,4,908,Karnataka,2017
4833,405,Product 11,230,Bangaluru,1,230,Karnataka,2017
4834,405,Product 69,88,Bangaluru,2,176,Karnataka,2017
4835,405,Product 151,253,Bangaluru,7,1771,Karnataka,2017
4836,405,Product 81,109,Bangaluru,7,763,Karnataka,2017
4837,405,Product 300,121,Bangaluru,9,1089,Karnataka,2017
4838,406,Product 113,133,Santhosapuram,5,665,Karnataka,2017
4839,406,Product 170,83,Santhosapuram,9,747,Karnataka,2017
4840,406,Product 297,290,Santhosapuram,1,290,Karnataka,2017
4841,406,Product 189,166,Santhosapuram,9,1494,Karnataka,2017
4842,406,Product 271,119,Santhosapuram,4,476,Karnataka,2017
4843,406,Product 205,124,Santhosapuram,6,744,Karnataka,2017
4844,406,Product 253,178,Santhosapuram,5,890,Karnataka,2017
4845,406,Product 138,279,Santhosapuram,4,1116,Karnataka,2017
4846,406,Product 141,167,Santhosapuram,8,1336,Karnataka,2017
4847,406,Product 430,242,Santhosapuram,3,726,Karnataka,2017
4848,406,Product 494,216,Santhosapuram,3,648,Karnataka,2017
4849,406,Product 313,293,Santhosapuram,2,586,Karnataka,2017
4850,407,Product 219,227,Nadiad,2,454,Gujarat,2017
4851,407,Product 14,192,Nadiad,3,576,Gujarat,2017
4852,407,Product 98,254,Nadiad,1,254,Gujarat,2017
4853,407,Product 20,295,Nadiad,5,1475,Gujarat,2017
4854,407,Product 348,163,Nadiad,4,652,Gujarat,2017
4855,407,Product 152,85,Nadiad,3,255,Gujarat,2017
4856,407,Product 377,275,Nadiad,1,275,Gujarat,2017
4857,407,Product 105,72,Nadiad,4,288,Gujarat,2017
4858,407,Product 22,160,Nadiad,6,960,Gujarat,2017
4859,407,Product 393,258,Nadiad,6,1548,Gujarat,2017
4860,407,Product 167,202,Nadiad,4,808,Gujarat,2017
4861,408,Product 273,115,HUBLI (New HUBBALLI ),2,230,West Bengal,2017
4862,408,Product 235,197,HUBLI (New HUBBALLI ),2,394,West Bengal,2017
4863,408,Product 250,208,HUBLI (New HUBBALLI ),4,832,West Bengal,2017
4864,408,Product 23,278,HUBLI (New HUBBALLI ),2,556,West Bengal,2017
4865,408,Product 450,93,HUBLI (New HUBBALLI ),3,279,West Bengal,2017
4866,408,Product 435,218,HUBLI (New HUBBALLI ),1,218,West Bengal,2017
4867,408,Product 122,235,HUBLI (New HUBBALLI ),6,1410,West Bengal,2017
4868,408,Product 50,243,HUBLI (New HUBBALLI ),10,2430,West Bengal,2017
4869,408,Product 101,229,HUBLI (New HUBBALLI ),4,916,West Bengal,2017
4870,408,Product 494,216,HUBLI (New HUBBALLI ),3,648,West Bengal,2017
4871,408,Product 381,130,HUBLI (New HUBBALLI ),4,520,West Bengal,2017
4872,408,Product 11,230,HUBLI (New HUBBALLI ),1,230,West Bengal,2017
4873,408,Product 39,95,HUBLI (New HUBBALLI ),3,285,West Bengal,2017
4874,408,Product 101,229,HUBLI (New HUBBALLI ),10,2290,West Bengal,2017
4875,408,Product 151,253,HUBLI (New HUBBALLI ),8,2024,West Bengal,2017
4876,408,Product 33,137,HUBLI (New HUBBALLI ),10,1370,West Bengal,2017
4877,409,Product 485,295,Panjim,4,1180,Goa,2017
4878,409,Product 385,50,Panjim,7,350,Goa,2017
4879,409,Product 194,158,Panjim,6,948,Goa,2017
4880,409,Product 436,227,Panjim,8,1816,Goa,2017
4881,409,Product 48,214,Panjim,2,428,Goa,2017
4882,409,Product 394,75,Panjim,8,600,Goa,2017
4883,409,Product 24,281,Panjim,10,2810,Goa,2017
4884,409,Product 414,136,Panjim,7,952,Goa,2017
4885,409,Product 51,126,Panjim,8,1008,Goa,2017
4886,409,Product 59,273,Panjim,1,273,Goa,2017
4887,409,Product 117,228,Panjim,9,2052,Goa,2017
4888,409,Product 363,279,Panjim,10,2790,Goa,2017
4889,409,Product 428,238,Panjim,10,2380,Goa,2017
4890,409,Product 261,140,Panjim,3,420,Goa,2017
4891,409,Product 308,249,Panjim,6,1494,Goa,2017
4892,410,Product 34,54,NALASOPARA WEST,4,216,Maharashtra,2017
4893,410,Product 17,159,NALASOPARA WEST,2,318,Maharashtra,2017
4894,410,Product 469,109,NALASOPARA WEST,10,1090,Maharashtra,2017
4895,410,Product 56,143,NALASOPARA WEST,8,1144,Maharashtra,2017
4896,410,Product 214,68,NALASOPARA WEST,1,68,Maharashtra,2017
4897,410,Product 437,214,NALASOPARA WEST,2,428,Maharashtra,2017
4898,410,Product 144,55,NALASOPARA WEST,7,385,Maharashtra,2017
4899,410,Product 400,117,NALASOPARA WEST,4,468,Maharashtra,2017
4900,410,Product 275,209,NALASOPARA WEST,4,836,Maharashtra,2017
4901,410,Product 458,250,NALASOPARA WEST,6,1500,Maharashtra,2017
4902,410,Product 386,96,NALASOPARA WEST,8,768,Maharashtra,2017
4903,411,Product 410,296,Kalyan east,5,1480,Maharashtra,2017
4904,411,Product 116,214,Kalyan east,5,1070,Maharashtra,2017
4905,411,Product 298,91,Kalyan east,4,364,Maharashtra,2017
4906,411,Product 222,193,Kalyan east,10,1930,Maharashtra,2017
4907,411,Product 498,299,Kalyan east,3,897,Maharashtra,2017
4908,411,Product 164,265,Kalyan east,1,265,Maharashtra,2017
4909,411,Product 75,108,Kalyan east,2,216,Maharashtra,2017
4910,411,Product 405,275,Kalyan east,9,2475,Maharashtra,2017
4911,411,Product 285,144,Kalyan east,10,1440,Maharashtra,2017
4912,411,Product 272,201,Kalyan east,9,1809,Maharashtra,2017
4913,412,Product 277,207,panvel,10,2070,Maharashtra,2018
4914,412,Product 223,174,panvel,2,348,Maharashtra,2018
4915,412,Product 402,224,panvel,2,448,Maharashtra,2018
4916,412,Product 158,87,panvel,1,87,Maharashtra,2018
4917,412,Product 328,118,panvel,3,354,Maharashtra,2018
4918,412,Product 417,125,panvel,10,1250,Maharashtra,2018
4919,412,Product 218,254,panvel,1,254,Maharashtra,2018
4920,412,Product 451,214,panvel,9,1926,Maharashtra,2018
4921,412,Product 175,80,panvel,3,240,Maharashtra,2018
4922,412,Product 39,95,panvel,7,665,Maharashtra,2018
4923,412,Product 403,62,panvel,2,124,Maharashtra,2018
4924,412,Product 489,283,panvel,4,1132,Maharashtra,2018
4925,412,Product 449,59,panvel,9,531,Maharashtra,2018
4926,412,Product 436,227,panvel,2,454,Maharashtra,2018
4927,413,Product 445,86,DILSHAD GARDEN,2,172,New Delhi,2018
4928,413,Product 463,75,DILSHAD GARDEN,6,450,New Delhi,2018
